"scenario_id","method","x1","t_label","med_ratio","q25_ratio","q75_ratio","baseline","n","cens","cens_lab","grid_type","grid_lab","J","k","arm"
5,"default",0,"S50",1.06329046863419,1.05568167819482,1.16478683619612,"increasing",250,0.2,"20% cens","equidistant","equidistant J=10",10,7,"main"
5,"default",0,"S25",1.26330849824002,1.25484578007993,1.34017850902185,"increasing",250,0.2,"20% cens","equidistant","equidistant J=10",10,7,"main"
5,"default",0,"S10",1.22389943290612,1.21282523220986,1.32949429446683,"increasing",250,0.2,"20% cens","equidistant","equidistant J=10",10,7,"main"
5,"default",1.5,"S90",1.0066729631586,1.00544601291276,1.00793745041698,"increasing",250,0.2,"20% cens","equidistant","equidistant J=10",10,7,"main"
5,"default",1.5,"S75",1.0066729631586,1.00544601291276,1.00793745041698,"increasing",250,0.2,"20% cens","equidistant","equidistant J=10",10,7,"main"
5,"default",1.5,"S50",1.00766688894641,1.00533988486607,1.04249415974276,"increasing",250,0.2,"20% cens","equidistant","equidistant J=10",10,7,"main"
5,"default",1.5,"S25",1.01958653875545,1.01537828068759,1.07105468462072,"increasing",250,0.2,"20% cens","equidistant","equidistant J=10",10,7,"main"
5,"default",1.5,"S10",1.0683439450422,1.05853570918607,1.11111593397724,"increasing",250,0.2,"20% cens","equidistant","equidistant J=10",10,7,"main"
5,"sim100",0,"S90",0.962572005855377,0.907279610294124,1.02271662438158,"increasing",250,0.2,"20% cens","equidistant","equidistant J=10",10,7,"main"
5,"sim100",0,"S75",0.960184596133917,0.906247811350394,1.02169592402336,"increasing",250,0.2,"20% cens","equidistant","equidistant J=10",10,7,"main"
5,"sim100",0,"S50",0.958504359960341,0.901574418248888,1.0099259043285,"increasing",250,0.2,"20% cens","equidistant","equidistant J=10",10,7,"main"
5,"sim100",0,"S25",0.952762461421017,0.902837777419615,1.0104170649078,"increasing",250,0.2,"20% cens","equidistant","equidistant J=10",10,7,"main"
5,"sim100",0,"S10",0.944783311286184,0.884963247927768,1.00166946074692,"increasing",250,0.2,"20% cens","equidistant","equidistant J=10",10,7,"main"
5,"sim100",1.5,"S90",0.95835269961892,0.904546966116977,1.02586317317189,"increasing",250,0.2,"20% cens","equidistant","equidistant J=10",10,7,"main"
5,"sim100",1.5,"S75",0.95835269961892,0.904546966116977,1.02586317317189,"increasing",250,0.2,"20% cens","equidistant","equidistant J=10",10,7,"main"
5,"sim100",1.5,"S50",0.944423517900283,0.887048587453825,1.01544515928709,"increasing",250,0.2,"20% cens","equidistant","equidistant J=10",10,7,"main"
5,"sim100",1.5,"S25",0.941083476196095,0.89190028882616,1.00536160347126,"increasing",250,0.2,"20% cens","equidistant","equidistant J=10",10,7,"main"
